*GLOBAL*,Conventions,"COARDS, CF-1.6, ACDD-1.3, NCCSV-1.0"
*GLOBAL*,cdm_data_type,"Trajectory"
*GLOBAL*,cdm_trajectory_variables,"trajectory_id"
*GLOBAL*,comment,"Ion Chemistry Data (Ion Chromatograph):\nTwo and seven-stage multi-jet cascade impactors (Berner et al., 1979) sampling air at 55-60% RH were used to determine the mass size distribution of Cl-, NO3-, SO4=, Na+, NH4+, K+, Mg+2, and Ca+2. Sampling periods ranged from 12 to 24 hours. The RH of the sampled air stream was measured a few inches upstream from the impactors. The 2-stage impactors cut the samples into submicrometer (Daero < 1.1 um at 60% RH), and supermicrometer (1.1 um < Daero < 10 um) samples. Aerosol mass size distributions from the 7-stage impactors (size cuts at: 0.18, 0.31, 0.55, 1.1, 2.0, 4.1 and 10 um) are available for download at: http://saga.pmel.noaa.gov/data/chemdist.php?cruise=ATOMIC.\n\nThe impaction stage at the inlet of the impactor was coated with silicone grease to prevent the bounce of larger particles onto the downstream stages. Tedlar films were used as the collection substrate in the impaction stage and a Millipore Fluoropore filter (1.0-um pore size) was used for the backup filter. Films were cleaned in an ultrasonic bath in 10% H2O2 for 30 min, rinsed in distilled, deionized water, and dried in an NH3- and SO2-free glove box. Filters and films were wetted with 1 ml of spectral grade methanol and additional 5 ml of distilled deionized water were added to the solution and the substrates were extracted by sonicated for 30 min. For the 7 stage impactor (sizes 0.18, 0.31, 0.55 and 1.1), the extraction volume was reduced to 0.5mL:2.5mL methanol:water in later samples (12 and 15 through 27) to increase detection. The extracts were analyzed by ion chromatography [Quinn et al., 2000]. All handling of the substrates was done in the glove box. Blank levels were determined by loading an impactor with substrates but not drawing any air through it.\n\nConcentrations are reported as ug/m3 at STP (25C and 1 atm). Values below the detection limit are denoted with a zero and missing data are denoted with a NaN.\n\nBerner et al., Sci. Total Environ., 13, 245 - 261, 1979.\nQuinn et al., J. Geophys. Res., 105, 6785 - 6805, 2000."
*GLOBAL*,contributor_name,"Quinn, Patricia K/NOAA-PMEL/Phone: 206-526-6892 /Address: 7600 Sand Pt. Wy. NE,Seattle,WA 98115 /email: patricia.k.quinn@noaa.gov"
*GLOBAL*,creator_name,"Johnson, James"
*GLOBAL*,creator_email,"james.e.johnson@noaa.gov"
*GLOBAL*,creator_url,""
*GLOBAL*,history,""
*GLOBAL*,platform,"Atlantis"
*GLOBAL*,product_version,"0"
*GLOBAL*,project,"CalNex"
*GLOBAL*,sourceUrl,""
*GLOBAL*,title,"PMEL Atmospheric Chemistry CalNex inorganic_ion_chemistry data"
*GLOBAL*,featureType,"Trajectory"
*GLOBAL*,infoUrl,"https://saga.pmel.noaa.gov/data/index.html"
time,*DATA_TYPE*,string
time,_CoordinateAxisType,"Time"
time,axis,"T"
time,ioos_category,"Time"
time,long_name,"Datetime UTC"
time,standard_name,"time"
time,source_name,"datetime_utc"
time,time_origin,"01/01/1970 00:00"
time,time_precision,"1970-01-01T00:00:00Z"
time,units,"yyyy-MM-ddTHH:MM:ssZ"
trajectory_id,*DATA_TYPE*,string
trajectory_id,cf_role,"trajectory_id"
trajectory_id,ioos_category,"Identifier"
trajectory_id,long_name,"Trajectory ID"
duration,*DATA_TYPE*,int
duration,long_name,"Duration"
duration,units,"second"
latitude,*DATA_TYPE*,double
latitude,long_name,"Latitude"
latitude,units,"degrees_north"
latitude,instrument,"GPS"
latitude,source,"surface observation"
latitude,valid_min,-90.0
latitude,valid_max,90.0
latitude,uncertainty,""
latitude,standard_name,"latitude"
latitude,history,""
latitude,comment,""
latitude,description,""
latitude,_CoordinateAxisType,"Lat"
latitude,axis,"Y"
