*GLOBAL*,Conventions,"COARDS, CF-1.6, ACDD-1.3, NCCSV-1.0"
*GLOBAL*,cdm_data_type,"Trajectory"
*GLOBAL*,cdm_trajectory_variables,"trajectory_id"
*GLOBAL*,comment,"Ozone\nAir was pulled from 16 m above sea level through a 1/4 inch teflon line at approximately 1 liter min-1 into a Thermo Environmental Instruments Model 49c ozone analyzer. The air inlet was approximately 2 meters below the aerosol inlet. During periods when the relative wind was behind the beam, there were obvious periods when ship exhaust was reacting with ozone, resulting in sudden spikes of low ozone.  These spikes of low ozone have been edited out.   The data are reported as one minute averages in units of ppb.\n\nPMEL SO2\nInlet and Instrument\nAir was pulled from 18 m above sea level down the 20 cm ID powder-coated aluminum aerosol sampling mast (6 m) at approximately 1 m3min-1. At the base of the sampling mast a 2.8 Lmin-1 flow was pulled through a 0.32 cm ID, 1m long Teflon tube, a Millipore Fluoropore filter (1.0-um pore size) housed in a Teflon filter holder, a Perma Pure Inc. Nafion Drier (MD-070, stainless steel, 61 cm long) and then through 2 m of Telfon tubing to the Thermo Environmental Instruments Model 43C Trace Level Pulsed Fluorescence Analyzer. The initial 1 m of tubing, filter and drier we located in the humidity controlled (60%) chamber at the base of the mast. Dry zero air (scrubbed with a charcoal trap) was run through the outside of the Nafion Drier at 2 Lmin-1. Data were recorded in 10 second averages. The data have not been filtered for periods when ship exhaust entered the mast.\n\nStandardization:\nZero air was introduced into the sample line upstream of the Fluoropore filter periodically throughout the cruise to establish a zero baseline. An SO2 standard was generated with a permeation tube held at 40\u00baC. The flow over the permeation tube, diluted to 4.6 ppb, was introduced into the sample line upstream of the Fluoropore filter periodically throughout the cruise. The limit of detection for 1 min averaged data, defined as 2 times the standard deviation of the signal during the zero periods, was 150 ppt. Data below detection limit are listed as 0and missing data are listed as NaN.  Uncertainties in the concentrations based on the permeation tube weight and dilution flows are <5%."
*GLOBAL*,contributor_name,"Johnson, James E./NOAA-PMEL/Phone: 206-526-6355 /Address: 7600 Sand Pt. Wy. NE,Seattle,WA 98115 /email: james.e.johnson@noaa.gov"
*GLOBAL*,creator_name,"Johnson, James"
*GLOBAL*,creator_email,"james.e.johnson@noaa.gov"
*GLOBAL*,creator_url,""
*GLOBAL*,history,""
*GLOBAL*,platform,"Atlantis"
*GLOBAL*,product_version,"0"
*GLOBAL*,project,"CalNex"
*GLOBAL*,sourceUrl,""
*GLOBAL*,title,"PMEL Atmospheric Chemistry CalNex gas_chemistry data"
*GLOBAL*,featureType,"Trajectory"
*GLOBAL*,infoUrl,"https://saga.pmel.noaa.gov/data/index.html"
time,*DATA_TYPE*,string
time,_CoordinateAxisType,"Time"
time,axis,"T"
time,ioos_category,"Time"
time,long_name,"Datetime UTC"
time,standard_name,"time"
time,source_name,"datetime_utc"
time,time_origin,"01/01/1970 00:00"
time,time_precision,"1970-01-01T00:00:00Z"
time,units,"yyyy-MM-ddTHH:MM:ssZ"
trajectory_id,*DATA_TYPE*,string
trajectory_id,cf_role,"trajectory_id"
trajectory_id,ioos_category,"Identifier"
trajectory_id,long_name,"Trajectory ID"
duration,*DATA_TYPE*,int
duration,long_name,"Duration"
duration,units,"second"
latitude,*DATA_TYPE*,double
latitude,long_name,"Latitude"
latitude,units,"degrees_north"
latitude,instrument,"GPS"
latitude,source,"surface observation"
latitude,valid_min,-90.0
latitude,valid_max,90.0
latitude,uncertainty,""
latitude,standard_name,"latitude"
latitude,history,""
latitude,comment,""
latitude,description,""
latitude,_CoordinateAxisType,"Lat"
latitude,axis,"Y"
latitude,ioos_category,"Location"
longitude,*DATA_TYPE*,double
longitude,long_name,"Longitude"
