*GLOBAL*,Conventions,"COARDS, CF-1.6, ACDD-1.3, NCCSV-1.0"
*GLOBAL*,cdm_data_type,"Trajectory"
*GLOBAL*,cdm_trajectory_variables,"trajectory_id"
*GLOBAL*,comment,"Aerosol Trace Elements Data\nConcentrations of Al, Si, Ca, Ti, and Fe were determined by thin-film x-ray primary and secondary emission spectrometry [Feely et al., 1991; Feely et al., 1998].  The analysis was conducted by Chester LabNet in Tigard, OR.  Submicron samples were collected on Teflon filters (1.0 um pore size) mounted in a Berner impactor downstream of a D50,aero 1.1 um jet plate (Berner et al., 1979).  Sub 10 micron samples were collected on Teflon filters (1.0 um pore size) mounted in a Berner impactor downstream of a D50,aero 10 um jet plate. This method of sample collection allows for the sharp size cut of the impactor while collecting a thin film of aerosol necessary for the x-ray analysis.  Sampling periods ranged from 12 to 24 hours.  The reported Ca does not include sea salt Ca (as determined from soluble Na concentrations and the ratio of Ca to Na in seawater).  Blank levels were determined by loading an impactor or filter pack with a filter but not drawing any air through it.\n\nConcentrations are reported as ug/m3 at STP (25C and 1 atm).\n\nThe mass concentrations of Al, Si, Ca, Fe, and Ti, the major elements in soil, were combined to calculate the concentration of dust. It was assumed that each element was present in the aerosol in its most common oxide form (Al2O3, SiO2, CaO, K2O, FeO, Fe2O3, TiO2). The measured elemental mass concentration was multiplied by the appropriate molar correction factor as follows:\n\n[Dust] = 2.2[Al] + 2.49[Si] + 1.63[Ca] + 2.42[Fe]+1.94[Ti]\n\n[Malm et al., 1994; Perry et al., 1997]. This equation includes a 16% correction factor to account for the presence of oxides of other elements such as K, Na, Mn, Mg, and V that are not included in the linear combination. In addition, the equation omits K from biomass burning by using Fe as a surrogate for soil K and an average K/Fe ratio of 0.6 in soil [Cahill et al., 1986].\n\nBerner et al., Sci. Total Environ., 13,  245 - 261, 1979.\nCahill, T.A., R.A. Eldred, and P.J. Feeney, Particulate monitoring and data analysis for the National Park Service, 1982 \u2013 1985, University of California, Davis, 1986.\nFeely et al., Geophys. Monogr. Ser., vol. 63, AGU, Washington, DC, 251 - 257, 1991.\nFeely et al., Deep Sea Res., 45, 2637 - 2664, 1998.\nMalm, W.C., J.F. Sisler, D. Huffman, R.A. Eldred, and T.A. Cahill, Spatial and seasonal trends in particle concentration and optical extinction in the United States, J. Geophys. Res., 99, 1347-1370, 1994.\nPerry, K.D., T.A. Cahill, R.A. Eldred, D.D. Dutcher, and T.E. Gill, Long-range transport of North African dust to the eastern United States, J. Geophys. Res., 102, 11225- 11238, 1997.\n\nX-Ray Fluorescence  (analyzed by CHESTER LabNet, Tigard, OR)\nSub-1.1 um and sub-10 um samples were collected on Pall PTFE Membrane Disc Filters (2 um, 47 mm) using 2 and 1 stage impactors. Filters were analyzed for total mass  by gravimetric analysis at 55 +/- 5% RH. After gravimetric analysis, a subset of filters were sent to CHESTER LabNet for XRF analysis. The following elements were reported:, Al, Si, Ca, Fe, and Ti. The XRF uncertainty measurement (as derived from calibration, counting statistics, peak overlap correction, and absorption) represents the statistical range in which a measurement may fall. More detail on XRF Data interpretation can be found here. Blank levels were determined by loading an impactor with substrates but not drawing any air through it. Concentrations are reported as ug/m3 at STP (25C and 1 atm). Values below the detection limit are denoted with a zero and missing data are denoted with a NaN."
*GLOBAL*,contributor_name,"Johnson, James E./NOAA-PMEL/Phone: 206-526-6355 /Address: 7600 Sand Pt. Wy. NE,Seattle,WA 98115 /email: james.e.johnson@noaa.gov"
*GLOBAL*,creator_name,"Johnson, James"
*GLOBAL*,creator_email,"james.e.johnson@noaa.gov"
*GLOBAL*,creator_url,""
*GLOBAL*,history,""
*GLOBAL*,platform,"Atlantis"
*GLOBAL*,product_version,"0"
*GLOBAL*,project,"CalNex"
*GLOBAL*,sourceUrl,""
*GLOBAL*,title,"PMEL Atmospheric Chemistry CalNex trace_element_chemistry data"
*GLOBAL*,featureType,"Trajectory"
*GLOBAL*,target_sample_rh,"60%"
*GLOBAL*,infoUrl,"https://saga.pmel.noaa.gov/data/index.html"
time,*DATA_TYPE*,string
time,_CoordinateAxisType,"Time"
time,axis,"T"
time,ioos_category,"Time"
time,long_name,"Datetime UTC"
time,standard_name,"time"
time,source_name,"datetime_utc"
time,time_origin,"01/01/1970 00:00"
time,time_precision,"1970-01-01T00:00:00Z"
