*GLOBAL*,Conventions,"COARDS, CF-1.6, ACDD-1.3, NCCSV-1.0"
*GLOBAL*,cdm_data_type,"Trajectory"
*GLOBAL*,cdm_trajectory_variables,"trajectory_id"
*GLOBAL*,comment,"Aerosol Optical Depth (AOD)\nA handheld Microtops sunphotometer (Solar Light Co.) was used for the measurement of AOD at wavelengths of 380, 440, 500, 675, and 870 nm.  Details about the data processing can be found at:\n\nhttps://aeronet.gsfc.nasa.gov/new_web/man_data.html"
*GLOBAL*,contributor_name,"Quinn, Patricia/NOAA-PMEL/Phone: 206-526-6892 /Address: 7600 Sand Pt. Wy. NE,Seattle,WA 98115 /email: Patricia.K.Quinn@noaa.gov"
*GLOBAL*,creator_name,"Johnson, James"
*GLOBAL*,creator_email,"james.e.johnson@noaa.gov"
*GLOBAL*,creator_url,""
*GLOBAL*,history,""
*GLOBAL*,platform,"Atlantis"
*GLOBAL*,product_version,"0"
*GLOBAL*,project,"CalNex"
*GLOBAL*,sourceUrl,""
*GLOBAL*,title,"PMEL Atmospheric Chemistry CalNex aod data"
*GLOBAL*,featureType,"Trajectory"
*GLOBAL*,infoUrl,"https://saga.pmel.noaa.gov/data/index.html"
time,*DATA_TYPE*,string
time,_CoordinateAxisType,"Time"
time,axis,"T"
time,ioos_category,"Time"
time,long_name,"Datetime UTC"
time,standard_name,"time"
time,source_name,"datetime_utc"
time,time_origin,"01/01/1970 00:00"
time,time_precision,"1970-01-01T00:00:00Z"
time,units,"yyyy-MM-ddTHH:MM:ssZ"
trajectory_id,*DATA_TYPE*,string
trajectory_id,cf_role,"trajectory_id"
trajectory_id,ioos_category,"Identifier"
trajectory_id,long_name,"Trajectory ID"
duration,*DATA_TYPE*,int
duration,long_name,"Duration"
duration,units,"second"
latitude,*DATA_TYPE*,double
latitude,long_name,"Latitude"
latitude,units,"degrees_north"
latitude,instrument,"GPS"
latitude,source,"surface observation"
latitude,valid_min,-90.0
latitude,valid_max,90.0
latitude,uncertainty,""
latitude,standard_name,"latitude"
latitude,history,""
latitude,comment,""
latitude,description,""
latitude,_CoordinateAxisType,"Lat"
latitude,axis,"Y"
latitude,ioos_category,"Location"
longitude,*DATA_TYPE*,double
longitude,long_name,"Longitude"
longitude,units,"degrees_east"
longitude,instrument,"GPS"
longitude,source,"surface observation"
longitude,valid_min,-180.0
longitude,valid_max,180.0
longitude,uncertainty,""
longitude,standard_name,"longitude"
longitude,history,""
longitude,comment,""
longitude,description,""
longitude,_CoordinateAxisType,"Lon"
longitude,axis,"X"
longitude,ioos_category,"Location"
altitude,*DATA_TYPE*,double
altitude,long_name,"height above mean sea level"
altitude,units,"m"
altitude,instrument,""
altitude,source,""
altitude,valid_min,0
altitude,valid_max,None
altitude,uncertainty,""
altitude,standard_name,"altitude"
altitude,history,""
altitude,comment,""
altitude,description,""
aod_391,*DATA_TYPE*,double
aod_391,long_name,"Aerosol Optical Depth at 391nm"
aod_391,units,""
aod_391,instrument,"Microtops sunphotometer"
aod_391,source,"surface observation"
aod_391,valid_min,0.0
aod_391,valid_max,5.0
aod_391,uncertainty,""
aod_391,standard_name,"atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles"
aod_391,history,""
aod_391,comment,""
aod_391,description,""
aod_500,*DATA_TYPE*,double
aod_500,long_name,"Aerosol Optical Depth at 500nm"
aod_500,units,""
aod_500,instrument,"Microtops sunphotometer"
aod_500,source,"surface observation"
aod_500,valid_min,0.0
aod_500,valid_max,5.0
aod_500,uncertainty,""
aod_500,standard_name,"atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles"
aod_500,history,""
