*GLOBAL*,Conventions,"COARDS, CF-1.6, ACDD-1.3, NCCSV-1.0"
*GLOBAL*,cdm_data_type,"Trajectory"
*GLOBAL*,cdm_trajectory_variables,"trajectory_id"
*GLOBAL*,comment,"Organic Carbon (Sunset Laboratory thermal/optical analyzer)\nSub-1.1 um and sub-10 um samples were collected on pre-combusted quartz fiber filters using 2 and 1 stage impactors, respectively, for organic carbon (OC) and elemental carbon (EC) analysis [Bates et al., 2004]. A charcoal diffusion denuder was deployed upstream of the submicrometer impactor to remove gas phase organic species. OC and EC concentrations were determined with a Sunset Laboratory thermal/optical analyzer. Three temperature steps were used to evolve OC under O2-free conditions for quantification. The first step heated the filter to 230 Deg C; the second step heated the filter to 600 Deg C (AMS vaporizer temperature); and the final step heated the filter to 870 Deg C. After cooling the sample down to 550 Deg C, a He/O2 mixture was introduced and the sample was heated in four temperature steps to 910 Deg C to drive off EC. The transmission of light through the filter was measured to correct the observed EC for any OC that charred during the initial stages of heating. No correction was made for carbonate carbon so OC includes both organic and carbonate carbon. The percentage of carbonate carbon is unknown. Super-micrometer OC concentrations were determined by difference between submicrometer and sub-10 um impactor samples without denuders."
*GLOBAL*,contributor_name,"Bates, Tim/NOAA-PMEL/Phone: 206-526-6248 /Address: 7600 Sand Pt. Wy. NE,Seattle,WA 98115 /email: tim.bates@noaa.gov"
*GLOBAL*,creator_name,"Johnson, James"
*GLOBAL*,creator_email,"james.e.johnson@noaa.gov"
*GLOBAL*,creator_url,""
*GLOBAL*,history,""
*GLOBAL*,platform,"Atlantis"
*GLOBAL*,product_version,"0"
*GLOBAL*,project,"CalNex"
*GLOBAL*,sourceUrl,""
*GLOBAL*,title,"PMEL Atmospheric Chemistry CalNex carbon_chemistry data"
*GLOBAL*,featureType,"Trajectory"
*GLOBAL*,target_sample_rh,"60%"
*GLOBAL*,infoUrl,"https://saga.pmel.noaa.gov/data/index.html"
time,*DATA_TYPE*,string
time,_CoordinateAxisType,"Time"
time,axis,"T"
time,ioos_category,"Time"
time,long_name,"Datetime UTC"
time,standard_name,"time"
time,source_name,"datetime_utc"
time,time_origin,"01/01/1970 00:00"
time,time_precision,"1970-01-01T00:00:00Z"
time,units,"yyyy-MM-ddTHH:MM:ssZ"
trajectory_id,*DATA_TYPE*,string
trajectory_id,cf_role,"trajectory_id"
trajectory_id,ioos_category,"Identifier"
trajectory_id,long_name,"Trajectory ID"
duration,*DATA_TYPE*,int
duration,long_name,"Duration"
duration,units,"second"
latitude,*DATA_TYPE*,double
latitude,long_name,"Latitude"
latitude,units,"degrees_north"
latitude,instrument,"GPS"
latitude,source,"surface observation"
latitude,valid_min,-90.0
latitude,valid_max,90.0
latitude,uncertainty,""
latitude,standard_name,"latitude"
latitude,history,""
latitude,comment,""
latitude,description,""
latitude,_CoordinateAxisType,"Lat"
latitude,axis,"Y"
latitude,ioos_category,"Location"
longitude,*DATA_TYPE*,double
longitude,long_name,"Longitude"
longitude,units,"degrees_east"
longitude,instrument,"GPS"
longitude,source,"surface observation"
longitude,valid_min,-180.0
longitude,valid_max,180.0
longitude,uncertainty,""
longitude,standard_name,"longitude"
longitude,history,""
longitude,comment,""
longitude,description,""
longitude,_CoordinateAxisType,"Lon"
longitude,axis,"X"
longitude,ioos_category,"Location"
altitude,*DATA_TYPE*,double
altitude,long_name,"height above mean sea level"
altitude,units,"m"
altitude,instrument,""
altitude,source,""
altitude,valid_min,0
altitude,valid_max,None
altitude,uncertainty,""
altitude,standard_name,"altitude"
altitude,history,""
altitude,comment,""
altitude,description,""
mid_time,*DATA_TYPE*,string
mid_time,_CoordinateAxisType,"Time"
mid_time,axis,"T"
mid_time,ioos_category,"Time"
mid_time,long_name,"midpoint Datetime UTC"
mid_time,standard_name,"time"
mid_time,source_name,"datetime_utc"
mid_time,time_origin,"01/01/1970 00:00"
mid_time,time_precision,"1970-01-01T00:00:00Z"
mid_time,units,"yyyy-MM-ddTHH:MM:ssZ"
end_time,*DATA_TYPE*,string
end_time,_CoordinateAxisType,"Time"
end_time,axis,"T"
end_time,ioos_category,"Time"
end_time,long_name,"endpoint Datetime UTC"
end_time,standard_name,"time"
end_time,source_name,"datetime_utc"
end_time,time_origin,"01/01/1970 00:00"
end_time,time_precision,"1970-01-01T00:00:00Z"
